Toplam_Enerji_Birikimi_GeV,Emilen_Doz_nanoGy,Uretilen_Net_Notron_Sayisi,Toryum_Breeding_Sayisi_Th233,Fisyon_Izleri_Sr_Sb_Ce_Ge
17.8502,1.38941,702,80,4
